,Index,Address,City,Clean_Header,Company_Name,Conf_Score,File_List,Header,Text
182,7028,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Fleisig Norbert,83.5,['cd1978/entry/1978_Page_114 (3)_7.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Fleisig Norbert 1 Randall Sq Suite 304
183,7040,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Gastroenterology Associates Inc,83.5,"['cd1978/entry/1978_Page_114 (3)_19.png', 'cd1978/entry/1978_Page_114 (3)_20.png']",PHYSICIANS AND SURGEONS—M.D. CONTD,Gastroenterology Associates Inc 1 Randall Sq Suite 305
184,7066,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Hillegass Ronald C,83.5,['cd1978/entry/1978_Page_114 (3)_52.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Hillegass Ronald C 1 Randall Sq Suite 208
185,7082,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Issenberg Steven A,83.5,['cd1978/entry/1978_Page_114 (3)_74.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Issenberg Steven A 1 Randall Sq Suite 206
186,7083,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Izeman Henry F,83.5,['cd1978/entry/1978_Page_114 (3)_75.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Izeman Henry F 1 Randall Sq Suite 310
187,7095,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Khodarahmi Khodarahm,83.5,"['cd1978/entry/1978_Page_114 (3)_87.png', 'cd1978/entry/1978_Page_114 (3)_88.png']",PHYSICIANS AND SURGEONS—M.D. CONTD,Khodarahmi Khodarahm 1 Randall Sq Suite 101
188,7099,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Kitzes David L,83.5,['cd1978/entry/1978_Page_114 (3)_92.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Kitzes David L 1 Randall Sq Suite 307
189,7147,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Medical Specialists Inc,100.0,['cd1978/entry/1978_Page_115 (1)_41.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Medical Specialists Inc 1 Randall Sq Rm 306
190,7175,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Ob-Gyn Associates Inc,83.5,['cd1978/entry/1978_Page_115 (1)_74.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Ob-Gyn Associates Inc 1 Randall Sq Suite 205
191,7199,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Providence Psychiatric Associates Ltd,83.5,"['cd1978/entry/1978_Page_115 (1)_104.png', 'cd1978/entry/1978_Page_115 (1)_105.png']",PHYSICIANS AND SURGEONS—M.D. CONTD,Providence Psychiatric Associates Ltd 1 Randall Sq Suite 403
192,7204,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Randal! Surgical Group Inc,83.5,"['cd1978/entry/1978_Page_115 (2)_6.png', 'cd1978/entry/1978_Page_115 (2)_7.png']",PHYSICIANS AND SURGEONS—M.D. CONTD,Randal! Surgical Group Inc 1 Randall Sq Suite 406
193,7214,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Rhode Island Plastic Surgeons Inc,83.5,"['cd1978/entry/1978_Page_115 (2)_18.png', 'cd1978/entry/1978_Page_115 (2)_19.png']",PHYSICIANS AND SURGEONS—M.D. CONTD,Rhode Island Plastic Surgeons Inc 1 Randall Sq Suite 401
194,7216,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Richardson Roger,83.5,['cd1978/entry/1978_Page_115 (2)_22.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Richardson Roger 1 Randall Sq Suite 302
195,7231,32 WOONASQUATUCKET AV,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Ruggiano John R,100.0,['cd1978/entry/1978_Page_115 (2)_41.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Ruggiano John R 32 Woonasquatucket Av
196,7239,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Saltzman Abr,83.5,['cd1978/entry/1978_Page_115 (2)_50.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Saltzman Abr 1 Randall Sq Suite 307
197,7253,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Selverstone Bertram,83.5,['cd1978/entry/1978_Page_115 (2)_67.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Selverstone Bertram 1 Randall Sq Suite 201
198,7259,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Shammas Elia M D Inc,83.5,"['cd1978/entry/1978_Page_115 (2)_73.png', 'cd1978/entry/1978_Page_115 (2)_74.png']",PHYSICIANS AND SURGEONS—M.D. CONTD,Shammas Elia M D Inc 1 Randall Sq Suite 302
199,7287,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Surgeons Inc,83.5,['cd1978/entry/1978_Page_115 (3)_3.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Surgeons Inc 1 Randall Sq Suite 202
200,7302,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Triedman M Howard,83.5,['cd1978/entry/1978_Page_115 (3)_18.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Triedman M Howard 1 Randall Sq Suite 207
201,7303,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Triedman Ruth E Mrs,83.5,['cd1978/entry/1978_Page_115 (3)_19.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Triedman Ruth E Mrs 1 Randall Sq Suite 207
202,7304,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Triedman & Triedman M D Inc,83.5,"['cd1978/entry/1978_Page_115 (3)_20.png', 'cd1978/entry/1978_Page_115 (3)_21.png']",PHYSICIANS AND SURGEONS—M.D. CONTD,Triedman & Triedman M D Inc 1 Randall Sq ' Suite 207
203,7307,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Urbaniak Henry S Jr M D Inc,83.5,"['cd1978/entry/1978_Page_115 (3)_24.png', 'cd1978/entry/1978_Page_115 (3)_25.png']",PHYSICIANS AND SURGEONS—M.D. CONTD,Urbaniak Henry S Jr M D Inc 1 Randall Sq Suite 208
204,7396,12 DESOTO ST,PROVIDENCE,(ELECTROPLATERS OF NON,Fabian Polishing Co Rear,87.5,['cd1978/entry/1978_Page_116 (1)_80.png'],(ELECTROPLATERS OF NON-,Fabian Polishing Co Rear 12 De Soto St
205,7407,30 DESOTO ST,PROVIDENCE,PLATERS,Lutone Plating Co,87.5,['cd1978/entry/1978_Page_116 (2)_14.png'],PLATERS—CONTD,Lutone Plating Co 30 De Soto St
206,7438,88 SPECTACLE ST,PROVIDENCE,SUPPLIES AND EQUIPMENT,TECHNIC INC Main Plant And Office,100.0,"['cd1978/entry/1978_Page_116 (2)_65.png', 'cd1978/entry/1978_Page_116 (2)_66.png', 'cd1978/entry/1978_Page_116 (2)_67.png', 'cd1978/entry/1978_Page_116 (2)_68.png', 'cd1978/entry/1978_Page_116 (2)_69.png']",PLATERS’ SUPPLIES AND EQUIPMENT,"TECHNIC INC Main Plant And Office 88 Spectacle St (Cranston, 02910), Mailing Address PO Box 965, (Providence, R I 02901), Tel 781-6100 © (See Index To Advertisers)"
207,7439,129 WARREN AVE,PROVIDENCE,Plumbers,FORTIN W D PLUMBING HEATING SPRINKLER INC,100.0,"['cd1978/entry/1978_Page_116 (2)_71.png', 'cd1978/entry/1978_Page_116 (2)_72.png', 'cd1978/entry/1978_Page_116 (2)_73.png', 'cd1978/entry/1978_Page_116 (2)_74.png', 'cd1978/entry/1978_Page_116 (2)_75.png']",*PLUMBERS,"FORTIN W D PLUMBING HEATING SPRINKLER INC 129 Warren Av (Office 995 Main St) (Pawtucket; 02860), Tels 722-4711, 722-4712 And 722-4715 (See Index To Advertisers)"
208,7455,49 OLNEYVILLE SQ,PROVIDENCE,PODIATRISTS,Greenberg Melvin,100.0,['cd1978/entry/1978_Page_116 (3)_16.png'],PODIATRISTS,Greenberg Melvin 49 Olneyville Sq
209,7510,480 BENEFIT ST,PROVIDENCE,PRINTERS-BOOK AND COMMERCIAL,Dome Educational Aids Inc,100.0,['cd1978/entry/1978_Page_117 (1)_46.png'],PRINTERS—BOOK AND COMMERCIAL,Dome Educational Aids Inc 480 Benefit St
210,7557,20 DORR ST,PROVIDENCE,PRINTERS’ ROLLERS—MFRS,Crest Rubber Co,100.0,['cd1978/entry/1978_Page_117 (2)_6.png'],PRINTERS’ ROLLERS—MFRS,Crest Rubber Co 20 Dorr St
211,7592,480 BENEFIT ST,PROVIDENCE,PUBLISHERS,Dome Publishing Co,100.0,['cd1978/entry/1978_Page_117 (3)_13.png'],PUBLISHERS,Dome Publishing Co 480 Benefit St
212,7657,36 KENNEDY PLZ,PROVIDENCE,REAL ESTATE,Ballou Estates Inc,96.0,['cd1978/entry/1978_Page_118 (1)_51.png'],REAL ESTATE,Ballou Estates Inc 36 Kennedy Plaza Rm 514
213,7662,38 NORTH K ST,PROVIDENCE,REAL ESTATE,Beaver Realty,87.5,['cd1978/entry/1978_Page_118 (1)_57.png'],REAL ESTATE,Beaver Realty 38 N Court St
214,7694,270 COUNTY ST,PROVIDENCE,REAL ESTATE,CHILD REAL ESTATE INC,85.5,"['cd1978/entry/1978_Page_118 (2)_33.png', 'cd1978/entry/1978_Page_118 (2)_34.png', 'cd1978/entry/1978_Page_118 (2)_35.png']",REAL ESTATE—CONTD,"CHILD REAL ESTATE INC 270 County Road (Barrington, RI; 02806), Tel 245- 5151"
215,7736,888 RESERVOIR AVE,PROVIDENCE,REAL ESTATE,GAMWELL & INGRAHAM INC,90.5,"['cd1978/entry/1978_Page_118 (2)_91.png', 'cd1978/entry/1978_Page_118 (2)_92.png', 'cd1978/entry/1978_Page_118 (2)_93.png']",REAL ESTATE—CONTD,GAMWELL & INGRAHAM INC 888 Reservior Av (Cranston 02910) Tel 944-7900 (See Index To Advertisers)
216,7738,36 KENNEDY PLZ,PROVIDENCE,REAL ESTATE,Geneva Land Co Inc,96.0,"['cd1978/entry/1978_Page_118 (2)_96.png', 'cd1978/entry/1978_Page_118 (2)_97.png']",REAL ESTATE—CONTD,Geneva Land Co Inc 36 Kennedy Plaza Rm 514
217,7831,32 WESTMINSTER ST,PROVIDENCE,REAL ESTATE,Providence Commuters Inc,100.0,"['cd1978/entry/1978_Page_119 (1).chop_70.png', 'cd1978/entry/1978_Page_119 (1).chop_71.png']",REAL ESTATE—CONTD,Providence Commuters Inc 32 Westminster St Rm 600
218,7843,36 KENNEDY PLZ,PROVIDENCE,REAL ESTATE,Riker J Wilbur Real Estate,96.0,"['cd1978/entry/1978_Page_119 (1).chop_91.png', 'cd1978/entry/1978_Page_119 (1).chop_92.png']",REAL ESTATE—CONTD,Riker J Wilbur Real Estate 36 Kennedy Plaza Rm 500
219,7852,38 NORTH K ST,PROVIDENCE,REAL ESTATE,Rover Inc,87.5,['cd1978/entry/1978_Page_119 (1).chop_101.png'],REAL ESTATE—CONTD,Rover Inc 38 N Court St
220,7909,36 KENNEDY PLZ,PROVIDENCE,REAL ESTATE OWNERS AND DEALERS,Haverford Corp,96.0,['cd1978/entry/1978_Page_119 (2).chop_90.png'],REAL ESTATE OWNERS AND DEALERS,Haverford Corp 36 Kennedy Plaza Rm 500
221,8171,1 RANDALL SQ,PROVIDENCE,RESTAURANTS,Moshassuck Medical Center (Cafeteria),83.5,"['cd1978/entry/1978_Page_121 (1)_29.png', 'cd1978/entry/1978_Page_121 (1)_30.png']",RESTAURANTS—CONTD,Moshassuck Medical Center (Cafeteria) 1 Randall Sq Suite 104
222,8263,20 DORR ST,PROVIDENCE,RUBBER PRODUCTS—MFRS,CREST RUBBER CO,100.0,"['cd1978/entry/1978_Page_121 (2)_48.png', 'cd1978/entry/1978_Page_121 (2)_49.png']",RUBBER PRODUCTS—MFRS,"CREST RUBBER CO 20 Dorr St (02908), Tel 831-3242"
223,8268,98 ROLFE SQ,PROVIDENCE,RUBBER STAMPS AND SEALS,CENTRAL RUBBER STAMP WORKS,88.5,"['cd1978/entry/1978_Page_121 (2)_58.png', 'cd1978/entry/1978_Page_121 (2)_59.png', 'cd1978/entry/1978_Page_121 (2)_60.png']",RUBBER STAMPS AND SEALS,"CENTRAL RUBBER STAMP WORKS 98% Rolfe St (Cranston, 02910), Tel 467-3585 (See Index To Advertisers)"
224,8271,144 MARVIN ST,PROVIDENCE,LAW OFFICES,WOONSOCKET INSTITUTION FOR SAVINGS AND TRUST,84.0,"['cd1978/entry/1978_Page_121 (3)_19.png', 'cd1978/entry/1978_Page_121 (3)_20.png', 'cd1978/entry/1978_Page_121 (3)_21.png', 'cd1978/entry/1978_Page_121 (3)_22.png', 'cd1978/entry/1978_Page_121 (3)_23.png', 'cd1978/entry/1978_Page_121 (3)_24.png', 'cd1978/entry/1978_Page_121 (3)_25.png', 'cd1978/entry/1978_Page_121 (3)_26.png', 'cd1978/entry/1978_Page_121 (3)_27.png']",OFFICE,"WOONSOCKET INSTITUTION FOR SAVINGS AND TRUST 144 Main St (Woonsocket, 02895), Tel 521-3500 1414 Atwood Av (Johnston; 02919), Tel 521-3500, 440 Putnam Pike Greenville, 02828), Tel 949-1410 2060 Diamond Hill Rd (Cumberland 02864), Tel 726- 3610, 1975 Mendon Rd (Cumberland 02864), Tel 338-1975 (See Index To"
225,8273,2000 PLAINFIELD PIKE,PROVIDENCE,SAFETY DEVICES AND EQUIPMENT,NORTON COMPANY SAFETY PRODUCTS DIVISION,100.0,"['cd1978/entry/1978_Page_121 (3)_34.png', 'cd1978/entry/1978_Page_121 (3)_35.png', 'cd1978/entry/1978_Page_121 (3)_36.png', 'cd1978/entry/1978_Page_121 (3)_37.png']",SAFETY DEVICES AND EQUIPMENT,"NORTON COMPANY SAFETY PRODUCTS DIVISION 2000 Plainfield Pike (Cranston 02920), Tel 943-4400"
226,8332,14 THIRD AV,PROVIDENCE,SCHOOLS AND COLLEGES,RHODE ISLAND SCHOOL OF ELECTRONICS,100.0,"['cd1978/entry/1978_Page_122 (2)_31.png', 'cd1978/entry/1978_Page_122 (2)_32.png', 'cd1978/entry/1978_Page_122 (2)_33.png', 'cd1978/entry/1978_Page_122 (2)_34.png']",SCHOOLS AND COLLEGES—CONTD,"RHODE ISLAND SCHOOL OF ELECTRONICS 14 Third St (02906), Tel (401) 861-9664 (See Index To Advertisers)"
227,8369,70 ORCHARD LN,PROVIDENCE,SCHOOLS-PAROCHIAL,Temple Beth-El Religious School,100.0,"['cd1978/entry/1978_Page_122 (2)_90.png', 'cd1978/entry/1978_Page_122 (2)_91.png']",SCHOOLS—PAROCHIAL,Temple Beth-El Religious School 70 Orchard
228,8421,800 WATERMAN ST,PROVIDENCE,SCREW MACHINE PRODUCTS,BALLOU B A & CO INC,100.0,"['cd1978/entry/1978_Page_122 (3)_79.png', 'cd1978/entry/1978_Page_122 (3)_80.png', 'cd1978/entry/1978_Page_122 (3)_81.png', 'cd1978/entry/1978_Page_122 (3)_82.png']",SCREW MACHINE PRODUCTS,"BALLOU B A & CO INC 800 Waterman Av, (East Providence, 02914), Tel (401) 438-7000 (See Index To Advertisers)"
229,8427,14 FALES ST,PROVIDENCE,SCREW MACHINE PRODUCTS,Lusco Mfg Co Inc,100.0,['cd1978/entry/1978_Page_123 (1)_4.png'],SCREW MACHINE PRODUCTS—CONTD,Lusco Mfg Co Inc 14 Fales St
230,8517,40 ORIENTAL ST,PROVIDENCE,SHOW CASE MFRS,Royal Box & Display Co Inc,100.0,['cd1978/entry/1978_Page_123 (2)_79.png'],SHOW CASE MFRS,Royal Box & Display Co Inc 40 Oriental St
231,8540,1389 MATHEWSON ST,PROVIDENCE,SOCIAL SERVICE AGENCIES,Alcoholics Anonymous Assn (R I Central Services),100.0,"['cd1978/entry/1978_Page_123 (3)_29.png', 'cd1978/entry/1978_Page_123 (3)_30.png']",SOCIAL SERVICE AGENCIES,Alcoholics Anonymous Assn (R I Central Services) 1389 Mathewson St Rm 410
232,8603,98 ROLFE SQ,PROVIDENCE,STAMPS—RUBBER,CENTRAL RUBBER STAMP WORKS,88.5,"['cd1978/entry/1978_Page_124 (1)_51.png', 'cd1978/entry/1978_Page_124 (1)_52.png', 'cd1978/entry/1978_Page_124 (1)_53.png']",*STAMPS—RUBBER,"CENTRAL RUBBER STAMP WORKS 98% Rolfe St (Cranston, 02910), Tel 467-3585 (See Index To Advertisers)"
233,8675,36 KENNEDY PLZ,PROVIDENCE,TAILORS,Lembo Niciolas,96.0,['cd1978/entry/1978_Page_124 (3)_52.png'],TAILORS—CONTRACTING,Lembo Niciolas 36 Kennedy Plaza Rm 405
234,8712,19 LUONGO MEMORIAL SQ,PROVIDENCE,TAVERNS,Decature Bar,100.0,['cd1978/entry/1978_Page_125 (1)_27.png'],TAVERNS—CONTD,Decature Bar 19 Luongo Memorial Sq
235,8814,24 MASON AV,PROVIDENCE,Radio Broadcasting Stations,W 8S B E-TV CHANNEL 36,100.0,"['cd1978/entry/1978_Page_125 (2)_64.png', 'cd1978/entry/1978_Page_125 (2)_65.png']",TELEVISION BROADCASTING STATIONS,"W 8S B E-TV CHANNEL 36 24 Mason St (02903), Tel 831-2900"
236,8833,117 INDUSTRIAL DR,PROVIDENCE,Painters and Decorators,SCREEN PRINT CORP Rt,90.0,"['cd1978/entry/1978_Page_125 (3)_33.png', 'cd1978/entry/1978_Page_125 (3)_34.png']",TEXTILE PRINTERS AND DECORATORS,"SCREEN PRINT CORP Rt 117 Industrial Park (Coventry; 02816), Tel 828-4677"
237,8860,375 QUAKER RD,PROVIDENCE,TIRE DEALERS AND REPAIRING,JENNINGS BROS INC,85.5,"['cd1978/entry/1978_Page_125 (3)_72.png', 'cd1978/entry/1978_Page_125 (3)_73.png']",TIRE DEALERS AND REPAIRING,"JENNINGS BROS INC 375 Quaker Lane, (West Warwick, 02893), Tel 828-1220"
238,8907,1 WOODLAND ST,PROVIDENCE,TOOL MFRS AND DISTRIBUTORS,Riverpoint Tool Co Inc,100.0,['cd1978/entry/1978_Page_126 (1)_68.png'],TOOL MFRS AND DISTRIBUTORS,Riverpoint Tool Co Inc 1 Woodland St
239,8965,633 WASHINGTON ST,PROVIDENCE,DEALERS,GOLDMAN PAUL DODGE,100.0,"['cd1978/entry/1978_Page_126 (3)_21.png', 'cd1978/entry/1978_Page_126 (3)_22.png', 'cd1978/entry/1978_Page_126 (3)_23.png', 'cd1978/entry/1978_Page_126 (3)_24.png']",TRUCK DEALERS,"GOLDMAN PAUL DODGE 633 Washington St Rt 1 (S Attleboro Mass; 02703), Tel (617) 761-5200 (See Index To Advertisers)"
240,9014,36 KENNEDY PLZ,PROVIDENCE,TYPESETTING,Luzon Rita Snake Hill Studio,96.0,"['cd1978/entry/1978_Page_127 (1)_34.png', 'cd1978/entry/1978_Page_127 (1)_35.png']",TYPESETTING,Luzon Rita Snake Hill Studio 36 Kennedy Plaza Rm 204
241,9031,94 CALVERLY ST,PROVIDENCE,Upholsterers ,B I X Furniture Services Inc,95.0,['cd1978/entry/1978_Page_127 (1)_68.png'],UPHOLSTERERS,B I X Furniture Services Inc 94 Calverley St
242,9035,94 CALVERLY ST,PROVIDENCE,Upholsterers ,Furniture Restoration,95.0,['cd1978/entry/1978_Page_127 (1)_73.png'],UPHOLSTERERS,Furniture Restoration 94 Calverley St
243,9166,96 CALVERLY ST,PROVIDENCE,WELDERS AND BRAZERS,State Welding Co Inc,95.0,['cd1978/entry/1978_Page_128 (1)_41.png'],WELDERS AND BRAZERS,State Welding Co Inc 96 Calverley St
244,9203,1542 MARVIN ST,PROVIDENCE,WOODEN SPECIALTIES MFRS,RUSTICATED BEAMS INC ‘Only Makers Of 1976 Liberty Bell Trusses’,84.0,"['cd1978/entry/1978_Page_128 (3)_26.png', 'cd1978/entry/1978_Page_128 (3)_27.png', 'cd1978/entry/1978_Page_128 (3)_28.png', 'cd1978/entry/1978_Page_128 (3)_29.png']",*WOODEN SPECIALTIES MFRS,"RUSTICATED BEAMS INC ‘Only Makers Of 1976 Liberty Bell Trusses’ 1542 Main St (West Warwick 02893), Tel (401) 828-2688"
