count,Headers,
26,Vulcanizers,
26,CHEMICALS eMANUFAC TURERS,
26,ORGANIZATIONS PATRIOTIC AND VETERAN S,
26,BANKS AND TRUST COMPANIIB ,
26,HOTEL AND RESTAURANT SUPPLIES AND EQUIPMENT,
26,EXPRESS COMPANIES,
26,Drv Goods-Wholesale,
26,SCHOOLS-PUBLIC,
26,Scale Mfrs & Dealers,
26,jewelry Burnishers,
26,Wood Carvers,
26,OIL PRODUCERS AND SHIPPERS,
26,Automobile Bodv Repairers,
26,PAUL,
26,OIL BURNERS-RETAIL,
26,"Pounders-Brass, Bronze & Aluminum ",
26,MANUFACTURERS AGENTS,
26,TRAVEL AGENCIES,
26,CARPENTERS- JOB,
26,INSURANCE COMPANIES,
26,YARNS-RETAIL,
26,Leather Goods-Mirs,
26,SYSTEMS,
26,AUDIO-VISUAL AIDS,
26,Furniture Repairers ,
26,NOVELTIES-RETAIL,
26,Financing-Automobile,
26,Nut Dealers & Importers,
26,Stenographers-Publlc,
25,CONTRACTORS-ROAD,
25,Chalkstone ,
25,,
25,Mailing Boxes,
25,INFORMATION BUREAUS,
25,Brush Mfrs,
25,Jewelers-Wholesale and Importing,
25,Smelters & Refiners ,
25,NOVELTIES-MANUFACTURERS,
25,Appraisers,
25,ARTISTS-COMMERCIAL,
25,cm ERVICI,
25,ROMAN CATHOLIC,
25,Ladies' Tailors ,
25,BANDS and ORCHESTRAS,
25,NOVELTIES- MANUFACTURERS,
25,Insurance-Automobile,
25,Nwelties-Mfrs,
25,"jewelers, Supplies",
25,,
25,PAINT -RETAIL,
25,MUSIC TEACHERS,
25,REALTORS,
25,Trust Companies ,
25,CONFECTIONERY- RETAIL,
25,LOANS-AUTOMOBILE,
25,Leather Dealers,
25,,
25,Fire Insurance,
25,INVESTIGATORS,
25,Stocks & Bonds,
25,ACCOUNTANTS- ',
25,Gift Shops ,
25,Glass Dealers-Wlndow & Plate,
25,Sign Painters & Mfg,
25,EMPLOYMENT CONSULTANTS,
25,LOANS-COLLATERAL AND SALARY,
25,CONVALESCENT HOMES,
25,TAILORS-MERCHANTS,
25,WHOOLS- PAROCHIAL,
25,OSTEOPATHIC PHYSICIANS,
25,CONTRACTORS-BUILDING-GENERAL,
25,BOTTLERS-CARBONATED BEVERAGES,
25,CASUALTY COMPANY,
25,NOVELTIES-RETAIL,
25,,
25,ENGRAVERS-TEXTILE,
25,BOARDING HOUSES,
25,GIFT SHOPS ,
24,CONTRACTORS-MASON,
24,,
24,Stocks & Bonds,
24,Produce Dealers-Whoi,
24,Radio Broadcasting Stations,
24,Store Fixtures and Fittings,
24,DIAMONDS and PRECIOUS STONES ,
24,CHEMICAL MFRS,
24,"Adding, Calculating & Tabulating Machines",
24,OPTICAL GOODS-MFRS,
24,FURNITURE DEALERS- REPAIR,
24,SCHOOLS- PAROCHIAL,
24,Grocers' Sundries,
24,Bird & Pet Animal Dealers,
24,Heating & Ventilating-Contractors,
24,LAWYERS,
24,Furniture Dealers-Wholesale,
24,Druggists-Wholesale,
24,EMPLOYMENT AGENCIES,
24,CHEMICAIS-MANUFACTURERS,
24,Ice-Mfrs & Wholesale,
24,MUSIC AND MUSICAL INSTRUMENT DEALERS,
24,CHEMISTS-MFG,
24,ORGANIZATIONS-WELFARE,
24,CARPETS RUGS AND FLOOR COVERINGS-RETAIL,
24,STEEL AND STEEL PRODUCTS-DEALERS,
24,LUMBER-RETAIL,
24,PAWNBROKERS,
24,Artificial Flowers & Fruit Mfrs,
24,LIQUOR AND WINES RETAIL,
24,Theatres ,
24,SAUSAGE MFRS,
24,Hotel & Restaurant Supplies & Equipment,
24,,
24,LOANS-MORTGAGE,
24,Cap Mfrs ,
24,TINWARE MANUFACTURERS,
24,Oil Burners & Oil Burning Equipment,
24,PIANO TUNERS AND REPAIRERS,
24,ELECTRICAL EQUIPMENT AND SUPPLIES- DEALERS,
24,HEATING APPARATUS AND APPLIANCES,
24,Old Gold,
24,PARKS AND PLAYGROUNDS,
24,Steam Fitters ,
24,Box Mfrs-Paper,
24,ORGANIZATIONS-BENEVOLENT AND FRATERNAL,
24,SEWING MACHINE DEALERS,
24,Machinery Mirs,
24,Chemists-Consultlng,
24,AUTOMOBILE BODY REPAIRERS,
24,Loan & Trust Companies  Loans,
24,FLORISTS RETAIL- ,
24,Clothing Dealers-Seeond Hand,
24,Store Fixtures & Fittings,
24,Meats-Wholesale,
24,ADVERTISING AGENCIES,
24,CHURCH GOODS ,
24,Meats-Wholesale,
24,PLUMBING SUPPLIES-DEALERS,
24, Gift Shops ,
23,JEWELRY-WHOLE AND IMPORTING,
23,Bond Dealers,
23,"Paint, Oil & Varnish Dealers-- Retail ",
23,Manicures  Mfrs Agents,
23,SIGN PAINTERS and MANUFACTURERS,
23,MOVING VANS,
23,OPTOMETRISTS,
23,CONTRACTORS -ROOFING AND SIDNG,
23,MANUFACTURER'S REPRESENTATIVES,
23,WATCH,
23,Liquors-Wholesale,
23,GLASS MFRS,
23,CARPETS. RUGS and FLOOR,
23,DOUGHNUT SHOPS,
23,Macaroni Mfrs,
23,HOSPITALS,
23,BEVERAGE MFRS,
23,FOOD PRODUCTS MFRS,
23,FRUIT DEALERS-WHOLESALE AND BROKERS,
23,LUGGAGE,
23,"Paint, Oil & Varnish Dealers- Retail",
23,Enamelers ,
23,TAXICABS,
23,BOWLING ALLEYS,
23,"Badges, Checks & Medals",
23,FIRE EXTINGUISHERS,
23,ORGANIZATIONS- PATRIOTIC and VETERANS,
23,Sign PainterS-Mfrs,
23,Paint & Color Dealers-Wholesale,
23,,
23,ADVERTISING AGENCIES,
23,CONTRACTORS- PLASTERING,
23,Billiards and Pool,
23,Brokers-Stocks and Bonds,
23,,
23,INDUSTRIAL SUPPLIES,
23,REAL ESTATE,
23,PET SHOPS AND SUPPLIES,
23,Fish Dealers-Wholesale,
23,AND FINANCIAL SERVICES,
23,FURNITURE DEALERS-RETAIL,
23,"Doors, Sash & Trim ",
23,GREETING CARDS,
23,BARREL DEALERS,
23,CLUBS-SOCIAL,
23,,
23,LAUNDRIES-SELF SERVE,
23,PLATERS,
23,Furniture Dealers-Secondhand,
23,Produce Dealers-Wholesale,
23,Poultry & Game Breeders,
23,FRUIT DEALERS-WHOLESALE AND BROKERS,
23,MOVERS-HOUSEHOLD GOODS,
23,Insurance Companies,
23,Meats-Wholesale,
23,IMPORTERS,
23,TAILORS,
23,Chiropractic Physicians,
22,Ventilator Mfrs,
22,Engineers-Mechanical,
22,PLASTIC PRODUCERS,
22,Realtors,
22,DAIRY PRODUCTS -WHOLE SALE,
22,Box Mirs-Paper,
22,Pattern Makers,
22,FURNITURE-RETAIL,
22,MISSIONS,
22,COURT REPORTERS,
22,SELLS,
22,PARKS AND PLAYGROUNDS,
22,Contractors-Excavating and Grading,
22,GROCERS-WHOLE SALE,
22,LANDSCAPE GARDENERS,
22,Marine Insurance,
22,,
22,COFFEE ROASTERS,
22,BAKERS-RETAIL,
22,POULTRY DEALERS- RETAIL,
,Window Cleaners,
22,Wharves  ,
22,FUEL OIL,
22,Loans-Automobile,
22,Egg Dealers-Wholesale,
22,Electrical Equipment & Supplies-Dealers,
22,Intelligence Offices Interior Decorators,
22,JEWELRY BURNISHERS,
22,Department Stores,
22,Battery Mfrs,
22,ORGANIZATIONS - MISCELLANEOUS,
22,AUTOMOBILE BODY REPAIRS,
22,Grocers-Wholesale,
22,Department Stores,
22,Copper Dealers,
22,ARMORIES,
22,,
22,AIR,
22,TATTOOING,
22,BATTERY DEALERS AND SERVICE,
22,Designers,
22,,
22,Gift Shops,
22,"Insulating Materials-Electrical, Cold, Heat & Sound",
22,Clothing Dealers-Secondhand,
22,Contractors-Masom,
22,WATCHCLOCK AND JEWELRY REPAIRING,
22,Brokers-Stocks & Bonds,
22,Creditors Service,
22,BROKERS,
22,Newspapers ,
22,Department Stores,
22,Labor Organizations,
22,CARPETS RUGS and FLOOR -RETAIL,
22,BANDS AND ORCHESTRAS,
22,Rubber Goods Mfrs,
22,Welders and Brazers,
22,Expressing & Moving ,
22,HOUSE FURNISHINGS- RETAIL,
22,Department Stores,
22,Building Materials and Supplies,
22,HARDWARE DEALERS- RETAIL,
22,CONTRACTORS-PLASTERING,
22,TYPEWRITER REPAIRING,
22,Chemists-Analytical,
22,MUSICAL INSTRUMENT DEALERS,
22,Mill Engineers Supplies,
22,CONTRACTORS-PLASTERING,
22,FUNERAL DIRECTORS-,
21,"PACKAGING, CRATING AND SHIPPING",
21,Bus & Coach Lines-Motor,
21,WIRE GOODS MANUFACTURERS,
21,REAL ESTATE OWNERS AND DEALERS,
21,"Publishers-Book, Newspaper & Periodicals",
21, Corporations ,
21,Shoe Mfrs' Goods & Supplies,
21,CONTRACTORS- PLUMBING,
21,ORGANIZATIONS- ,
21,Produce Dealers--Wholesale,
21,Confectionery-Wholesale & Jobbers,
21,ELECTRICAL EQUIPMENT AND SUPPLIES-MFRS,
21,Delicatessens-Retail ,
21,FURNITURE REPAIRING,
21,Window Glass,
21,,
21,Bands and Orchestras,
21,Textile Mfrs-Yam,
21,OILS and LUBRICANTS-DEALERS ,
21,Paper Stock ,
21,BAIT DEALERS,
21,Tanks and Tubs-Wood and Steel,
21,CONTRACTORS-ROOFING AND SIDING,
21,CONTRACTORS- ELECTRICAL,
21,VETERANS,
21,WATCH CLOCK AND JEWELRY REPAIRING,
21,HOUSE FURNISHING GOODS- RETAIL,
21,FACTURING,
21,Battery Dealers & Service,
21,HALLS,
21,Intelligence Offices  Interior Decorators,
21,MEATS RETAIL,
21,LIBRARIES,
21,JEWELERS-WHOLESALE AND IMPORTING,
21,Trunk Mfrs,
21,,
21,ADVERTISING-OUTDOOR,
21,Philatelic Supplies,
21,INSURANCE ADJUSTERS,
21,COAL DEALERS -RETAIL,
21,Gift Shops ,
21,,
21,Bonds & Stocks,
21,Box Mfrs-Paper,
21,SHIPPERS,
21,Retail,
21,Bus & Coach Lines-Motor,
21,Bus & Coach Lines-Motor,
21,Repair Shops,
21,Heating Apparatus & Appliances ,
21,News Dealers-Wholesale,
21,UPHOLSTERERS,
21,HOMES and ASYLUMS,
21,-DEALERS,
21,CLINICS,
21,,
21,ORGANIZATIONS- WELFARE AND RELIEF,
21,ANTIQUES-DEALERS AND RESTORERS,
21,"Palnt, Oil & Varnish Dealers- Retail ",
21,GOLD BUYERS,
21,Dairy Products-Wholesale,
21,,
21,NUMISMATISTS,
21,MANUFACTURERS ' AGENTS,
21,ARMORED CAR SERVICE,
21,"ORGANIZATIONS- BUSINESS, CIVIC AND PROFESSIONAL",
21,LAWYERS ,
21,Automobile Laundries,
21,Artists ,
21,Fire Apparatus & Supplies,
21,"Women,s Apparel-Retail",
21,Life Insurance,
21,LISTS,
21,LOANS-PERSONAL,
21,Furnishing Goods  Gift Shops,
21,LAUNDRIES- SELF SERVE - ,
21,Wood Turners,
21,RADIO SETS-SALES and SERVICE,
21,INVESTMENT COMPANIES ,
21,HEATING APPARATUS and APPLIANCES,
21,CREMATORIES,
20,NOVELTIES-MANUFACTURERS,
20,Property Management,
20,PROVIDENCE CHAMBER OF COMMERCE,
20,GENERAL MERCHANDISE- USED,
20,Church Goods ,
20,Life Insurance,
20,JEWELERS' SUPPLIES,
20,Laundries-Self Serve,
20,Hat Cleaners & Blockers,
20,RETAIL,
20,,
20,Washing Machines-Dealers,
20,STEAMBOAT LINES,
20,SUPPLIES,
20,CONTRACTORS-ROOFING AND SIDING,
20,DAIRY STORE,
20,LOANS-COLLATERAL,
20,LANDSCAPE GARDENERS,
20,"Towel, Apron & Goat Supply",
20,Novelties-Wholesale,
20,Cotton Goods Converters ,
20,FLORISTS-RETAIL,
20,WAREHOUSES-MERCHANDISE,
20,Glass Mfrs,
20,UPHOLSTERERS,
20,Milk Dealers ,
20,WOMEN'S APPAREL-RETAIL,
20,Painting Contractors,
20,BUS STATIONS,
20,CONTRACTORS-SEWER AND DRAIN,
20,Jewelers' Supplies,
20,CHEMICALS-WHOLESALE,
20,DRAFTSMEN,
20,VETERANS,
20,MOTORCYCLE DEALERS,
20,Loans-Personal,
20,FORMS,
20,DANCING TEACHERS,
20,jewelers Supplies,
20,REAL ESTATE,
20,,
20,PHOTOPRINTING,
20,RADIO AND TELEVISION SETS SALES AND SERVICE,
20,Insurance Companies-Title,
20,SCHOOLS and COLLEGES,
20,Clubs-Athletic,
20,Publications,
20,BAKERS-RETAIL,
20,DRY GOODS -RETAIL,
20,Paint-Wholesale,
20,Barbers' Supplies,
20,Cigars & Tobacoo-Retail,
20,LOANS-COLLATERAL and SALARY,
20,OILS AND LUBRICANTS -DEALERS,
20,CONTRACTORB-SEWER and DRAIN,
20,Fish Dealers-Retall,
20,,
20,"Waste Dealers-Cotton, Silk & Wool",
20,BUILDING MATERIALS and SUPPLIES,
20,Brokers-Money,
20,Insulating Materials,
20,jewelERS SUPPLIES,
20,TIRE DEALERS and REPAIRERS,
20,BRIDAL SHOPS,
20,,
20,Iron and Steel Work,
20,Glass Dealers-Window and Plate,
20,COIN DEALERS AND NUMISMATIC SUPPLIES,
20,Corsetleres,
20,ANTIQUES,
20,FISH DEALERS-RETAIL,
20,Clothing-Mens-Retail,
20,STENOGRAPHERS-PUBLIC,
20,Chemists-Mfg,
20,Plastic Products-Mirs,
19,Gift Shops ,
19,OFFICE SUPPLIES AND UIPMENT,
19,Produce Dealers-Retall,
19,TRUCKING- ,
19,FOOD PRODUCTS MFRS PREPARED,
19,COVERINGS -RETAIL,
19,Storaqe,
19,"OII.S-CASTOR, COCONUT, LINSEED, RED and SOY BEAN OIL",
19,Mirs' Agents,
19,BAKERS-WHOLESALE AND MANUFACTURING,
19,DELICATESSEN-RETAIL,
19,SAUSAGE MANUFACTURERS,
19,Intelllgence Offices  Interior Decorators,
19,ELECTRICAL EQUIPMENT and SUPPLIES-MANUFACTURERS,
19,Women's Apparel-Retail,
19,Advertising Counsel and Service,
19,LIBRARY,
19,Contractors-Ploor Surfacing,
19,CONTRACTORS- MASON,
19,,
19,Button Mfrs,
19,FRUIT DEALERS-WHOLESALEAND BROKERS,
19,Window Screens  Window Shade Mfrs,
19,ELECTRIC MOTORS AND GENERATORS-DLRS AND REPAIRING,
19,DYE STUFFS,
19,PRODUCE DEALERS-RETAIL,
19,I'uneral Homes,
19,Engineers-Management,
19,TOOL MFRS,
19,"Publishers-Book, Newspaper & Periodicals",
19,AUTOMOBILE TRIMMERS and TRIMMINGS,
19,SCHOOL OF BUSINESS,
19,Paper Rulers,
19,,
19,RADIO AND TELEVISION REPAIRING,
19,Corporations Corsetleres,
19,,
19,Artificial Flowers & Fruit Mfrs,
19,Electric Motors-Repaired and Rebuilt,
19,ELECTRICAL EQUIPMENT AND SUPPLIES-MFRS,
19, NEWS DEALERS,
19,HOUSE CLEANERS,
19,,
19,jewelery Supplies,
19,FINANCIAL PLANNING,
19,PHYSICIANS AND SURGEONS- OSTEOPATHIC,
19,YARNS-MFRS,
19,OPTICAL GOODS MFRS,
19,Ice Cream Manufacturers,
19,Well Drillers & Borers,
19,CLEANERS AND DRYERS,
19,LOAN MORTGAGE,
19,AUTOMOBILE SEAT COVER DEALERS,
19,Painters-Automobile & Carriage,
19,,
19,Hotels,
19,News Deal,
19,Machinery Dealers,
19,Enamelers ,
19,INVESTMENT COMPANIES,
19,REGALIA MFRS,
19,Loans-Collateral & Salary ,
19,LAW OFFICES- ,
19,HAIRDRESERS,
19,Enamelers ,
19,SONS CO INC,
19,Heating Apparatus and Appliances,
19,CENTREDALE,
19,ADVERTISING NOVELTIES,
19,SIGN PAINTERS AND MANUFACTURERS,
19,CHECKING ACCOUNTS,
19,ORGANIZATIONS-BUSINI'BS. CIVIC AND PROFESIONAL,
19,BOILER MANUFACTURERS,
19,ENGINEERS-ELECTRICAL,
19,Yarns-Retail,
19,TURERS AND WHOLESALE,
19,AUTOMOBILE DEALERS- BEECROFT CHEVROLET HONDA CAR,
19,DUPLICATING MACHINES,
19,ORGANIZATIONS-WELFARE and RELIEF,
19,COVERINGS -'RETAIL,
19,,
19,Industrial Supplies,
18,,
18,"Carpets, Bugs and Floor Coverings-Retail",
18,DIAPER SUPPLY SERVICE,
18,Plumbing Supplies-Dealets,
18,Soap Mfrs,
18,PROPERTIES,
18,Grocers-W'holesale,
18,OFFICE SUPPLIES AND EQUIPMENT,
18,Seeds-Wholesale,
18,Market Gardeners,
18,Box Dealers,
18,BOOKS-RETAIL,
18,PARKS AND PLAYGROUNDS,
18,WATCECLOCK AND JEWELRY REPAIRING,
18,,
18,"CARPETS, RUGS AND FLOOR COVERINGS-RETAIL",
18,Brewers,
18,TELEPHONE,
18,HARDWARE DEAIERS-RETAIL,
18,PAINTING,
18,,
18,GERSHKOFF MDY AND RADIATOR CO.,
18,"Badges, Checks and Medals",
18,SMELTERS and REFINERS,
18,GRINDING AND SHARPENING,
18,Rubber Goods-Wholesale,
18,Automobile Accessories & Parts -Wholesale & Jobbers,
18,Theatres,
18,CUTLERY MFRS,
18,JEWELRY MFRS- ROYAL OF AMERICA,
18,Dental Laboratories,
18,,
18,Fuel Dealers,
18,Engineers-Civll,
18,MARKETS-PUBLIC,
18,Loans-Collateral and Salary,
18,CONTRACTORS -MASON,
18,ANTIQUES-DEALERS AND REPAIRERS,
18,HAfRDRESSERS,
18,PRODUCE DEALERS-WHOLESALE,
18,ICE CREAM AND FROZEN DESSERTS-DEALERS,
18,Mill Supnlies,
18,JEWELRY-WHOLESALE AND IMPORTING,
18,ARTISTS' MATERIALS,
18,Harriso,
18,TURING,
18,PHYSICAL THERAPISTS,
18,CERAMIC PRODUCTS,
18,Automobile Washing and Polishing,
18,SCREW MFRS,
18,Insurance Reporting,
18,ARCHITECTS,
18,,
18,Dancing Academies & Teacher's,
18,Paint & Color Mfrs ,
18,Windows and Doors-Combination,
18,Automobile Top Mfrs,
18,POULTRY DEALERS-RE'I'AIL,
18,,
18,"CARPETS, BUGS AND FLOOR COVERINGS- RETAIL",
18,Automobile Accessories and Parts-Wholesale and Jobbers,
18,,
18,,
18,Steam & Hot Water Heating Apparatus ,
18,OPTICAL GOODS-MANUFACTURERS,
18,Cigar & Tobacco-Retail,
18,,
18,BAPTIST,
18,Heating Apparatus & Appliances ,
18,WOOD PRODUCTS MFRS,
18,Fence Mfrs,
18,FUNERAL HOMES,
18,BUSINESS MACHINES-SALES AND SERVICE,
18,WINDOWCLEANERS,
18,DAY N URSERIES,
18,Textile Machinery Specialties- Mfrs,
18,TAILORS -MERCHAN TS,
18,WELDERS and BRAZERS,
18,Physical Culture,
18,Numismatists,
18,OILS and LUBRICANTS,
18,Intellilgence Offices  Interior Decorators,
18,Contractors-Excavating & Grading,
18,Artists' Materials & Supplies,
18,,
18,News Dealers,
18,FRUIT DEALERS-WHOLESALE ,
18,Perfume Mfrs  Personal Loans,
18,HARDWARE DEALERS-v-RETAIL,
18,DELICATESSEN-RETAIL ,
17,"ORGANIZATIONS- BUSINESS , PROFESSIONAL and CIVIC",
17,Humidifiers,
17,Steam Fitters' Supplies ,
17,Insulating Materials,
17,Cheese Mfrs,
17,MACHINE SHOPS,
17,Masons' Building Materials,
17,BAKERS-WHOLESALE,
17,"Embroidery, Hemstitching & Stamping",
17,Brokers,
17,Hardware Dealers-Wholesale & J obbers,
17,Gents' Furnishings Goods  Gift Shops,
17,Produce Dealers-Wholewale,
17,Sheet Metals,
17,Churches,
17,Notaries Public,
17,ASPHALT DEALERS,
17,Laundries-Ghinese,
17,FUR DEALERS AND FURRIERS,
17,Books-Retail,
17,MEATS-retail,
17,Gap Mfrs ,
17,Steamboat Lines ,
17,Smelters & Reiiners ,
17,,
17,AUTOMOBILE ACCESSORIES AND PARTS-REPAIRS,
17,Venetian Blinds,
17,"Publishers-Book, Newspaper & Periodical",
17,,
17,,
17,,
17,,
17,"CLOTHING-CHILDREN'S and INFANTS, -RETAIL",
17,Loans-collateral and Salary,
17,TAILORS-CONTRACTING,
17,Loans-dcollateral & Salary ,
17,Loan & Trust Companies ,
17,Loans-Collateral and Salary,
17,PRODUCE DEALERS- RETAIL,
17,,
17,Clothing Dealers-Men's & Boys' -Retail,
17,"JEWELERS', SUPPLIES",
17,PHYSICIANS and SURGEONS- OSTEOPATHIC,
17,Artists-commercial,
17,Costumers,
17,Chemists-Mig,
17,LITHOGRAPHERS,
17,SCHOOLS AND COLLEGES- JOHNSON & WALES UNIVERSITY CENTER FOR CONTINUING,
17,TRADING STAMP COMPANIES,
17,Grinding & Sharpening,
17,Brass Finishers,
17,BOOKS --RETAIL,
17,Multigraphing,
17,BADGES AND IDENTIFICATION CARDS,
17,FLORISTS-retail,
17,Interior DeCOrators,
17,Toys & Games-Retall,
17,RFBTAURANTS,
17,HOBBY SHOPS AND SUPPLIES,
17,Yeast Mfrs,
17,CONTRACTORS -PLASTER1NG,
17,Meats-Wholesale,
17,Awnings & Tents-Mirs & Dealers,
17,SCHOOLS AND COLLEGES,
17,CON TRAC TORS--MASON,
17,"TOOLS, DIES, JIGS AND FIXTURES",
17,CLOTHING-RENTAL,
17,Mfrs A'gents,
17,PAPER PRODUCTS MFRS,
17,Steel and Steel Products- Dealers ,
17,,
17,ORGANIZATIONS- PATRIOTIC AND VETERANS,
17,NEWS SERVICE BUREAUS,
17,BLACKSMITHS,
17,Diamonds &. Precious Stones ,
17,,
17,Intelligence Offices  Interior Decorators,
17,Real Estate Titles Examined and Guaranteed,
17,CHIROPRACTORS,
17,,
17,Clothing-Chlldren's and Infants' -Retall,
17,ANODIZING,
17,HOUSEHOLD AfPLIANCES- DEALERS,
17,Asbestos Shingles,
17,"CARPETS, HUGS and FLOOR COVERINGS-RETAIL",
17,,
17,,
17,ARTISTS-COMMERCIAL,
17,Plumbing Supplies-Mfrs,
17,BILLIARD ROOM SUPPLIES,
17,SUPPLlES- DEALERS,
17,Textile Mfrs-Cotton Goods,
17,Yarns-Wholesale,
17,jewelry Burnishers,
17,CHEMICALS-WHOLESALE,
17,INTERIOR DECORATORS AND DESIGNERS,
17,Hay & Straw Dealers,
17,Starch Mfrs,
17,,
17,LAUNDRIES AND DRY CLEANERS,
17,Coppersmiths,
17,"Waste Dealers-cotton, Silk & Wool",
17,Food Products Mfrs-Prepared,
17,FUND RAISERS,
17,,
17,Forwarding Agents,
17,GARBAGE COLLECTION SERVICE,
17,HOSPITALS and DISPENSARIES,
17,ORTHOPEDIC APPLIANCES,
17,HEATING APPARATUS and APPLIANCES,
17,FACTURES,
17,"OLSON-MACKENZIE FUNERAL HOME,",
17,DAIRIES,
17,,
17,"Publishers-Boork, Newspaper & Periodical",
17,Food Products Mirs-P'repared,
16,Lacqer Manufacturers ,
16,VICE,
16,insurance Brokers,
16,Pickle Mfrs,
16,Awnings & Tents-Mfrs & Dealers,
16,TICKET AGENCIES,
16,Hat & Cap Dealers-Retail,
16,SURVEYORS-LAND,
16,Liquor-Wholesale,
16,Glass Dealers-Window & Plate,
16,Brokers-Pood Products,
16,NUTS-EDIBLE-DEALERS,
16,"Publishers-Book, Newspaper & Periodical",
16,AMUSEMENT COMPANIES,
16,MANUFACTURERS REPRESENTATIVE,
16,Fruit Dealers--Wholosale & Brokers,
16,VIDEO MOVIES-SALES AND RENTALS,
16,Textile MIrs-Woolen & Worsted Goods,
16,Banks & T'rust Companies ,
16,MACHINERY DEALERS,
16,OFFICE SUPPLIES AND EQUIPMENT ,
16,ARCHITECTURE,
16,Credit Unions,
16,EQUIPMENT,
16,Brokers-Note,
16,Plumbing Supplies-Dealers,
16,Oil Burners,
16,,
16,DICTATING MACHINES,
16,Department Stores,
16,CONVENTS,
16,CUTLERY MANUFACTURERS,
16,PLlES - MANUFACT URERS,
16,WALL PAPER-RETAIL,
16,DE LICATE SSE N- RETAIL ,
16,DAIRY STORES- ,
16,Knit Goods-Retail,
16,Paper Dealers-Print & Wraping,
16,TEACHERS,
16,CONTRACTORS-ROOFING AND SIDING,
16,LABORATORIES,
16,GIFT SHOPS,
16,Plumbing Supplies-Dealers,
16,SERVICE INC,
16,BROKERS-STOCKS AND BONDS,
16,General Merchandise-Retail,
16,Textile Mtrs-cotton Goods,
16,Christian Science Practitioners,
16,Sporting Goods-Retall,
16,FINANCE COMPANIFE,
16,STEVEDORE COMPANIES,
16,FAC TUBING,
16,APPLIANCES,
16,Textile Mirs-Cotton Goods,
16,SALVAGE COMPANIES,
16,PHOTOGRAPHERS-COMMERCIAL,
16,DAY CARE CENTERS,
16,Electrical Equipment & Supplies -Mfrs,
16,HOUSE FURNISHING GOODS- RETAIL,
16,HOSPITALS AND DISPENSARIES,
16,ARMATURE RE-WINDING,
16,REST HOMES,
16,Clothing-Used,
16,CONFECTIONERY-WHOLESALE,
16,LOANS-COLLATERAL and,
16,BAKERS-WHOLESALE and MANUFACTURING,
16,CONTRACTORS-PAINTING AND DECORATING,
16,TRAVELERS' CHECKS RHODE ISLAND HOSPITAL TRUST,
16,,
16,Steam Pitters' Supplies ,
16,ELECTRICAL APPLIANCES- SALES AND SERVICE,
16,AND PLATE,
16,Textile Mfrs-Woolen Worsted Goods,
16,Rubber Goods-Mfrs,
16,SOLDER AND SOLDERING FLUXMFRS,
16,FISH AND SEA FOOD DEALERS- RETAIL,
16,Rug & Carpet Cleaners,
16,Textile Mfrs-Braids & Tapes,
16,Picture Frames & Pictures- Dealers,
16,"Carpets, Rugs & Floor Coverings --Wholesale",
16,Electric Lighting Fixtures,
16,DAIRY PRODUCTS-retail,
16,BROKERS-MONEY,
16,BARBER and BEAUTY SHOP EQUIPMENT and SUPPLIES,
16,Pappr Dealers-Print & Wrap- ping,
16,HOME MAINTENANCE SERVICE,
16,,
16,TOILET ARTICLES and SUPPLIES,
16,Stoves & Ranges-Retail,
16,LIQUOR AND WINES-WHOLESALE,
16,"Carpets, Rugs and Floor Cover. ings-Retail",
16, CONTRACTORS-MASON,
16,MEATS-WHOLEALE,
16,Wire Goods Mfrs,
16,,
16,STEEL FABRICATORS,
16,Undertakers' Supplies,
16,BAG MANUFACTURERS,
16,Land Companies  ,
16,PAlNT-RETAIL ,
16,ANGELONE,
16, LOANS,
16,Pounders-Iron & Steel,
16,Foresters,
16,Bus & Coach Lines-Motor,
16,OPTICAL GOODS- MANUFAC- TURERS,
15,DE LICATESSEN-RETAIL,
15,NOVELTIES-WHOLESALE,
15,Gorsetieres,
15,"Pipe Fittings, Hangers & Valves",
15,Automobile Liveries  Automobile Loans,
15,,
15,GLASS MANUFACTURERS,
15,Bottlers-lC'arbonated Beverages,
15,HOMES AND SANITARIUMS,
15,OIL BURNERS-SALES AND SERVICE,
15,N ovelties-Wholesale,
15,Charles,
15,CIGARS AND TOBACCO-RETAIL,
15,Church Goods ,
15,Yarns-Mfrs & Whol,
15,ENGINEERS- CIVIL,
15,"Carpets, Bugs and Floor Coverings-Retail",
15,Clothing-Used,
15,CONSULTING,
15,TOYS AND GAMES-RETAIL,
15,ELECTRICAL EQUIPMENT AND SUPPLIES-MANUFACTURERS,
15,EMPLOYMEN T AG ENCIES,
15,Stenographers-Public,
15,BUILDING MATERIALS AND SUPPLIES,
15,EGG DEALERS-WHOLE,
15,RENTAL AGENTS,
15,BANKING OFFICES PROVIDENCE-MAIN OFFICE,
15,ORGANIZATIONS-BUSINESS,
15,Women's Apparel-Retail,
15,BUILDINGS-OFFICE AND PUBLIC,
15,MERCANTILE AGENCIES,
15,HOUSEHOLD APP LIANC ES- DEALERS,
15,COLLECTIONS,
15,COMPANIES,
15,Insurance Companies-Liabillty,
15,BROKERS-MERCHANDISE,
15,Clothing-Children's and Infants'-Retail,
15,SECRETARIAL SERVICE,
15,Real Estate Appraisers,
15,LAUNDRY SELF SERVE,
15,STORAGE ,
15,RHODE ISLAND AFFILIATE INC,
15,Yarns-Mirs & Wholesale,
15,YARNS-WHOLESALE,
