count,Headers,
2,Lunches Prepared and Supplied,
2,EXECUTORS,
2,Live Stock Dealers & Comml& slo,
2,HOME CARE SERVICES,
2,Laundry Supplies and Equip- ment-Dealers,
2,Gr.anite & Marble Workers,
2,Exchanges-Mercantile  Execntors,
2,Gold Platers ,
2,Investment Trusts,
2,Filing Cabinets and Supplies,
2,SERVICENTER,
2,Insurance Repqrtimg,
2,CONSULATES EMBASSIES AND LEGATIONS,
2,Sealse-Notary and Corporatio,
2,PAPER RULE RS,
2,Wall Paper,
2,PLATERS' SUPPLIES AND EQUIPMENT ',
2,TICKET A-NCIES,
2,Plumbing Sunnlies--Mirs,
2,X-RAY EQUIPMENT AND SUPPLIES,
2,N o tarles-Public,
2,"FRUIT BUYERS, PACKERS and SHIPPERS",
2,Universities,
2,Plasterers,
2,GUARD AND PATROL SERVICE,
2,558 Westminster,
2,Women's and Misses' Coats and Dresses,
2,Insurance--Liie,
2,STATUARY,
2,LADIES  AND MISSEW READY-TO- WEAR CLOTHING-RETAIL,
2,Box MIrs--Woode,
2,VE TE RIN ARIAN S,
2,0Ifice Help Furnished,
2,1Furniture Loans,
2,"Stamps-Rubber, Steel and Brass",
2,CANNERS,
2,SUPP LIES,
2,MATTRESMFRS,
2, VERMIN CONTROL,
2,INSURANC E- AUTOMOBILE,
2,BEARINGS-BALL and ROLLER- MANUFACTURERS,
2,"Aprons, J ackets etc-Mirs",
2,BROADCASTING STATIONS- RADIO and TELE VISION,
2,Electrlcal Appliances & Equip- ment,
2,Belt Hooks & Ring Travelers,
2,-\'Heating Engineers ,
2,Purniture Packers & Movers,
2,UNDE RWRITE RS,
2,Machlne Tools,
2,Laboratory Apparatus & Sup,
2,1kMaillng Boxes,
2,Jewelry Repairers,
2,Eeating Engineers ,
2,WASH PARK,
2,Neon Signs,
2,CARPET AND RUG CLEANERS .,
2,Hat & Cap Dealers-sRetail ,
2,Boots & Shoes  Bottle Dealers,
2,WATER SUPPLY COMPANIES,
2,TOYS AND GAMES-MFRS,
2,Well Drilling,
2,-'Vacuum Cleaners-Dealers,
2,Appliances-Electric,
2,TUBE and TUBING MANUFACTUR- ERS-METAL,
2,REAL E STATE TITLES EXAMINED AND GUARANTEED,
2,Women's Ready-to-Wear,
2,Hammers-Hide Paced,
2,Unlverslties,
2,Home Purnishers,
2,"& BROWNE CO INC, 2 Allen's av,",
2,INDUSTRIAL PARKS AND DEVELOPMENTS,
2,I'olding Partitions & Bleachers,
2,BULLETIN PROVIDENCE JOURNAL COMPANY JOURNAL BUILDING,
2,Building Painting,
2,Rmbmc hoous,
2,Refrigerators-Blectric and Gas,
2,Exchang,es-Meroantlle  Express Companies
2,DERMATOLOGISTS,
2,SPORTING GOODS-WBOLEBALE,
2,InveStment Counsel,
2,Platers Supplies and Equipment,
2,lW'HOTO. COPYING,
2,MUSIC COMPOSERS AND ARRANGE RS,
2,Embllems,
2,HOSPITAL BEDS-RENTAL,
2,"JUDO,KARATEANDJU JITSU INSTRUCTION",
2,CASTINGS -MANUFAC TURERS,
2,Insurance-Workmen's Com- pensation,
2,CONTRAC TORS-WEA THER - STRIPPING,
2,Printers-Silk Screen Process,
2,Rooilng-Tar & Gravel,
2,Wall Paner-Wholesale,
2,NOODLE MANUFACTURE RS,
2,UNIT HEATERS,
2,GENERAL CONTRACTORS,
2,Accounts-Bonus,
2,HOSIERY-WHOLESALE and J OBBERS,
2,Steel Sheets-Steel and Steel Products,
2,"Stainless Steel-Bars, Sheets, Pipe and Fittings",
2,Textile Printers & Decorators,
2,STATIONERS -RETAIL,
2,TILE MANUFACTURERS-BUILDING,
2, EXTE RMINATIPG,
2,Dress Manufacturers  Dress Pleating & Tucking,
2,"Light, Heat and. PQWer Compan- ies",
2,0reamerles  Credit Unions,
2,BANKS AND TRUST COMPANIES,
2,Co-operative Banks,
2,civil Investigations,
2,TIRE DEALERS-WHOLESALE,
2,Eng lneers-Management,
2,Research & Survey Bureaus,
2,LADIES  TAIIDRS,
2,Tinsmiths ,
2,Burial Vault Mfrs,
2,"CONTRACTORS, SUPPLIESFAND EQUIPME NT -DEALERS AND RE PAIRING",
2,Carpets. Rugs and Floor Coverings-Whol,
2, MANUFACTURING JEWE LERS,
2,AGE AGENTS,
2,ELECTRIC LIGHT AND POWER COMPANIES,
2,PLANING MILLS,
2,ACOUSTIC MATERIALS,
2,Laundries--Power,
2,Toolmakers,
2,Merchant Tailors  Metal Checks,
2,Care of Estates,
2,Electrical Appliances & Equip- ments,
2,Engineers-Constructio,
2, C HE CKING ACCOUNTS,
2,Chemists-Analvtlcal,
2,Ploor Planing & Surfacing,
2,Lite Insurance Companies,
2,cotton & Woolen Waste  00unselors-at-Law,
2,TEXTILE PRINTERS AND DE CORATORS,
2, REAL ESTATE LOANS,
2,FLOOR WAKING and POLISHING MACHINES,
2,"Boiler 8; Radiator Dealers- Steam & Water ,",
2,Stamps-Postage,
2,mememt Dealers,
2,Casements-Steel,
2,Household Appliances-Dlrs,
2,P1umbing and Heating Supplies,
2,FSumlcal Supplies,
2,Clothing Mfrs-Mews & Boys',
2,BUCKLE and CLASP MANUFAC- TURERS ,
2,Credit Reporting Agencies,
2,Reirigerators-Electric,
2,Steel Bars-Steel & Steel Products,
2,WOMENG APPAREL- RETAIL,
2,PAPER DEALERS\n\nM5,
2,Printers1 Supplies & Equipment,
2, PERSONAL LOANS,
2,Counselors-at-Law,
2,CEMENT-WHOL,
2,Lace & Knit Goods-Mtrs,
2,J OBBERS,
2,"PLATERS, SUPPLIES and EQUIPMENT",
2,MEASURES-LINEAL AND FLUID-MFRS,
2,Trnsteesr,
2,Workmen's Compensation Insurance,
2,Weather Stripstetal,
2,MOSAIC WORK,
2,CONTINUING EDUCATION 8,
2,BOILER INSTALLERS AND SETTERS,
2,FASTENER MANUFACTURERS ,
2,Lubrlcating Oils,
2,LEATHER GOODB- MANUFACTURERS ',
2,Roofing-Ti,
2,Millinery Goods-W'holosale,
2,Stationers-Wholesale,
2,Grindinu Wheel Mfrs,
2,Airplane & Airship Builders,
2,"CARPETS, RUGS and FLOOR COVERINGS-WHOLESALE",
2,Exeavating Contractors,
2,ASSOCIATIONS and CLUBS- COMMERCIAL ,
2,iRooms,
2,Bicycle Dealers-Wholesale,
2,Insulation-Aliol,
2,Dlrectory Publishers,
2,GASES-LIQUEFIED PETROLEUM,
2,AND JOB BERS,
2,"Woolen Goods Mfrs  Workmen,s Compensation In- surance",
2,1NDUSTRIAL SUPPLIES,
2,MUSIC -TRANS MITTED,
2,"PAINTERS, and DECORATORS' SUPPLIES",
2,FASTENER MANUFACTURERS ,
2,Doors-Kalamein and Tin Clad,
2,REDUCING SALON S,
2,Blowers & Exhaust Pans-Mfrs,
2,Aspha1t Shingles & Roofing,
2,PA PER DE ALERS -WRAPPlNG- WHOLESALE,
2,Heating Gas,
2,Shoos-Retail,
2,Sample Trays-Jewelers,
2,Typesetting-Maohine Composi- tio,
2,Wood Engravers  Wood Turners ',
2,BANDS AND ORCHESTRAS,
2,Home Painting,
2,Lacquer Manufacturers  Ladder Manufacturers,
2,"SASH, WINDOWS, DOORS and TRIM-DEALERS",
2,Investigators,
2,Textile Mending,
2,JEWELRY FINDINGS,
2,01eansers-Blankets & Cur- tains,
2,Glass,
2,Bee Keepers  Beer & Ale-Retail,
2,Auto Accessories & Parts-Mirs,
2,Agricultural Implement Dealers,
2,Paving Contradmts,
2,Insurance-Purs,
2,Welding-Electric & Acetylene,
2,Leather Findings &e ,
2,HAT and CAP DEALERS-RETAIL ,
2,SE EDS-WHOLE SALE,
2,"Aprons, Jackets &o-Mins",
2,Ladies' & Misses1 Ready-to-Wear Glothing-Retail ,
2,Cranes and Hoists,
2,Furriers & Fur Dealers,
2,Truck Body and Tank Mfrs,
2,Musiclans  Mutual Insurance,
2,Kindlings  Knit Goods-Retail,
2,Cleaning Compounds-Mrs,
2,Linens-Retall ,
2,- RAT EXTERMINATORS,
2,CASH REGISTERS-DEALERQ AND REPAIRING,
2,Brass FOunders  Brass Manufacturers,
2,Blectric Motors and Generators- Mfrs,
2,I'loor Lamps-Electric,
2,Leaded ,
2,"Pipo-Steam, Gas & Water",
2,BOAT CHARTERING AND RENTING SE RVICE,
2,cream Dealers,
2,Plastic Molding-Injectio,
2,RE FRIGERA TORS- WHOLESALE,
2,PAPER DEALERS-PRINT,
2,INSURANCE-GENERAL,
2,BAIT DE ALERS,
2,15 WESTMDISTER,
2,TITLE COMPANIES COMMONWEALTH LAND TITLE INSURANCE COMPANY  86,
2,00tton & Woolen Waste  Counselors-at-Law,
2,"CLOTHING-MEN,S-RETAIL",
2,Plastic Molding-Iniectio,
2,Printers1 Sunplies & Equipment,
2,SURGICAL APPLIANCES AND SUPPLIES,
2,WASHING MACHINES SALES AND SERVICE,
2,Annulties,
2,VIOLIN MAKERS AND\n\n)n REPAIRERS,
2,Insulated Wire Machinery,
2,Hospital Equipment and Sup- plies,
2,"Building, Loan and Savings Associatio",
2,MUSIO-TRANSMITTED,
2,Loom Pickers-Raw Hide,
2,Nuts. Bolts etc  \'0ffice Buildings,
2,VALVE WFAC'I' URIRB,
2,CLEANING COMPOUNDS-MANU- FAC TURERS,
2,"Hirick, Lime & Cement",
2,Rea1 Estate-ijice Snacse,
2,DRESSMAKERS' SUPPLIES ,
2,CHECK CASHING SERVICE,
2,",LIGHT, HEAT AND POWER COMPANIES",
2,Pile Mfrs,
2,- Power Plant Equipment and Sunnlies,
2,Estates-Offices of ,
2,PHOENIX MUTUAL LIFE INSURANCE,
2,BROKERS-INVESTMENT,
2,PHOTOPRINTING,
2,PAPER DEALERS WRAPPING-WHOL,
2,Bottlers Supplies & Machinery,
2,Railroads,
2,Cement Dealers,
2,BUSINESS COUNSE LORS,
2,LACES AND EMBROIDERIES-MFRS,
2,Insurance-Wlndstorm,
2,"t'-'Brick, Lime & Cement",
2,ACCOUNT BUYING,
2,Clothing Dealers-Children's & Inianty-Retall,
2,custom House Brokers,
2,"Quality Paper' 110 TWEED STREET PAWTUCKET, R. I. Tel. PA wtucket 2-4400 Termite Control",
2,TOOLS- RENTALS,
2,Paper Stock ,
2,Office Buildlnqs,
2,BURIAL VAULT MANUFACTURERS,
2,CAP MANUFACTURERS (See also Bat Manufacturers, also Uniform Manufacturers
2,"Building, Loan and Savings Associations",
2,Cinder Blocks,
2,Stamping Works and Die Cut- ters,
2,(FORMERLY RI CREDIT BUREAU,
2,FUEL OIL DEA LERS,
2,PLYWOOD MANUFACTURERS,
2,Arts & Grafts Worker,
2,BRASS MANUFACTURERS,
2,Jos 111 Westminster R414,
2,Linens-Retail ,
2,PICKLE MANUFACTURERS ,
2,Contractors-Sandblasting,
2,LIGHTING EQUIPMENT DEALERS,
2,Win'dow Glass,
2,"Sash, Windows. Doors & Trim- Dealers ",
2,Welding and Cutting Apparatus,
2,Seeds-Whol,
2,Money Transportatio,
2,Organizations-Medical Relief,
2,Heating Oils,
2,Coke-Wholesale,
2,Gold Refiners & Smelters ,
2,Metal Spinner,
2,Pinance & Loans,
2,1uEMBALMERS,
2,TEXTILE ENGRAVERS,
2,HOUSE FURNISHING GOODS- MANUFAC TURERS,
2,VACUUM CLEANERS-DEALERS,
2,BOAT DEALERS-REPAIR AND SUPPLIIB,
2,Radios,
2,Steam Pipe & Fittings,
2,Sug ar Reilners,
2,Packinu and Shipping Furniture,
2,Academ1es  Accident Insurance,
2,HOUSEHOLD APPLIANCES- REPAIRERS ,
2,FEDERAL SAVINGS AND LOAN ASSOCIATIONS,
2,"STEEL STAMPS, DIES AND ROLLS",
2,I'BOOK8,
2,PRINT WHEELS,
2,BUTTON MANUFACTURERS,
2,Termite Control,
2,Toilet Preparations-Wholesrale,
2,Piano Movers  Piano Tuners & Repairers,
2,Marble and Granite Workers ,
2,CELLULOSE PRODUCTS,
2,Garages  Gas Appliances,
2,1Mileansers & Dyers,
2,cornice Manufacturers,
2,ENGINEERS- CHEMICAL,
2,Insurance-Antiques,
2,JeWelry-Badges & Emblems,
2,MIT IBTAL WORKERS,
2,Bobbin & Spool Mfrs,
2,Oil Burning Equipment,
2,EGG DEALERS-WHOLESALE ,
2,Conveyances-Public,
2,1wBoarding & Booming Houses  B-oats-Dealers,
2,SAFETY DEVICES and EQUIPMENT,
2,Electricians ,
2,Concrete-Ready Mixed,
2,RE FRIGERATORS- WHOLESALE,
2,Plpo,
2,PUBLIC ADDRESS-SOUNDt,
2,ffAutomobile Repairs,
2,Casting Plaster,
2,Refrigeration-COmmercial & Industrial,
2,Novelties-Retall,
2,TOYS AND GAMES- MANUFACTURERS,
2,"CLEANERS AND DYERS, EQUIPMENT AND SUPPLIES",
2,Poreiqn Exchange,
2,INSURANCE- LIABILITY,
2,HYDRAULIC EQUIPMENT 8nd SUPPLIES,
2,Asphalt Paving,
2,0Hice Supplies-Pens & Desk Sets,
2,Puneral Service,
2,File and Rasp Mfrs,
2,Electric Appliances,
2,RUBBER GOODS-WHOL,
2,jewelry Stone Settus,
2,M&AIC WORK,
2,Telephoue PA wtucket 5-4600,
2,Abrasives-Mfrs,
2,Polishing Grains,
2,DRUGGISTS-RETAIL,
2,AND LEADED,
2,HOME CARE SERVICES- ELDER CARE RESOURCES,
2,Mineral Wool,
2,Brokers-acustom House,
2,Zipper Repairers,
2,Chemists-Gonsulting,
2,I'uel Oil Pumps,
2,CLOTH1NG-MEN'S- RETAIL,
2,JEWELRY,
2,00rnlce Manufacturers,
2,"Five, Ten & Twenty-tive Cent Stores  Flags, Banners & Bunting",
2,BILLIARD ROOMS AND CLUBS,
2,Art Galleries,
2,Consuls-I'orelgn,
2,Refrigerators-Wholesale,
2,ELECTRIC MOTORS and GEN- ERATORS -MANUFACTURERS,
2,"TRUSSES, BELTS and ELASTIC STOCKINGS",
2,BOXES-PAPER and METAL,
2,Wain Dealers  Goke,
2,Musiclans  Mutual Insurance,
2,ous-ndible-Mtrs,
2,Auto Body Repairers,
2,ROPE AND CORDAGE,
2,WOOD UNITS,
2,FIXTUR',
2,BOLTANDNUTMFRSAND DISTRIBUTORS,
2,CONTRACTORS-CUT STONE,
2,RADIO AND TELEVISION SETS AND SUPPLIES WHOLESALE,
2,Metal Workers' Tools,
2,PLASTIC PRODUCTS- WHOL,
2,"Barrels, Keys &c",
2,fglnsurancer-Burglary,
2,General MerchandiSe-Retail,
2,LOANS-CONSTRUC TION,
2,AUTOMOBILE WASHING AND POLISHING,
2,"Dressmakers, Supplies",
2,Rat Exterminatio,
2,LADDER MFRS CAPE COD STAGING & EQUIPMENT,
2,Punera1 Service,
2,RE PAIR SHOPS,
2,CAULKING COMPOUNDS AND EQUIPMENT,
2,BOAT DEALERS-RE PAIR AND SUPPLIES,
2,Rubber Boots & Shoes,
2,Cellophane Goods-Mtrs,
2,BEDDING MANUFACTURERS ,
2,"BOTTLERS-MINERAL, SPRING and DISTILLED WATER",
2,Twister Travelers,
2,Automobile Agencies-Passen- ger Cars,
2,Pillng Cabinets & Supplies,
2,CHEMISTS-MANUFAC TURING,
2,chimnev Builders,
2,Musicians  Nail Mfrs,
2,WATCH CASE MANUFACTURERS,
2,Insurance-Household Furniture,
2,RUBBER GOOIB-WHOLESALE,
2,Tube and Tubing Mfrs-Metal,
2,Radio Repair,
2,PLASTIC PRODUCTS RETAIL,
2,Rubber Tires  Rubber & Seal Stamps-Mirs & Dealers,
2,Clothing Mfrs-Memfs & Boyf,
2,DISPLAYS,
2,Clothing Dealers-Children's & IMants'-Retail,
2,. ICE DEALERS,
2,Business Help Furnished,
2,I'urniture Loans,
2,Gardeners-Landscape (See Landscape Architects and Gardeners Gas Appliances,
2,Quarries-Stone,
2,Securities,
2,OXYGEN,
2,C LINICS,
2,Pearl Mfrs,
2,Optical Display Cases,
2,Estates-Oftioes Of ,
2,Greameries  Credit Unions,
2,Textile MIrs-Sllk,
2,COLLECTION AGENC',
2,HOUSEHOLD APPLIANCES- MFRS,
2,AWNINGS and CANOPIES,
2,Organizations-Reliet,
2,0ustom House Brokers,
2,MOTION PICTURE AND EQUIPMENT SUPPLIES,
2,LEATHER GOODS-MANUFAC - TURERS,
2,MONASTE RIES,
2,REPOSSESSING SERVICE,
2,ENGRAVERS- CARD,
2,DRY ICE-MFRS AND WHOLESALE,
2,BUCKLE and CLASP MANUFACTURERS ,
2,Shevext Metals,
2,"Pive, Ten & Twenty-five Cent Stores  Flags, Banners & Bunting",
2,KNIT GOON-RETAIL,
2,Automobile Accessories & Part,
2,Offlce- Buildings,
2,FRUIT AND VEGETABLE J UICE,
2,Tile MIrs-Bldg,
2,WOMEN'8 APPAREL-RETAIL,
2,Automotive Service,
2,BONDS -F1DELITY AND S URE TY,
2,OXYGEN SERVICE,
2,Bnglneers-Management,
2,ster,
2,Office Furniture,
2,RADIO AND TELEVISION SETS AND SUPPLIES-W HOLE SALE,
2,UNITARIAN,
2,"FLAGS, BANNERS and BUNTING",
2,Sewing Machine Attachinents & Supplies,
2,f'Burglary Insurance,
2,"BADGES, CHECKS AND MEDAIS",
2,mConcrete Construction-Con- tractors,
2,Metal Garages-Mirs,
2,Shoe Repairers-I'indings,
2,Hat & Cap Dezalers-Retail ,
2,TOOLS-RENTALS,
2,concrete Construction-eCOn- tractors,
2,Insurance Group,
2,Tea & Coffee-Wholesale,
2,RIMMTORS-WHOLESAIE,
2,SAVINGS 1M IDAN ASSOCIATIONS,
2,0tfice Furniture,
2,"Pine Fittings, Hangers, Valves, Unit Heaters and Specialties",
2,SLIP COVERS MANUFACTURERS,
2,"PlorisMWholwale  ,",
2,STEEL MFRS,
2,ffWomews Apparel,
2,MEDICAL CLINICS,
2,ORGANIZATIONS- HEALTH,
2,Lettering & Sign Painting,
2,Ag ricultural Implements & Machinery Dealers,
2,BOAT BUILDERS,
2,ere Specialties,
2,Bearings-Ball and Roller-Mirs,
2,Indigo & Indigo Extracts,
2,ELECTROTYPERS and STEREOTYPERS,
2,Machines,
2,FUNERAL DIRECTORS SUPPLIES,
2,TRUCKS- REPAIRING,
2,Electric Motor Generators,
2,Lightering,
2,Stone Cutters & Deaiers,
2,SHOW CASE MANUFACTURERS,
2,MASON CONTRACTORS,
2,l' 90NDS-FIDEI.JTY and SURETY,
2,Insecticide Mfrs,
2,Nlckel Platers ,
2,Beer & Ale--Wholesale,
2,FENCES-CHAIN LINK,
2,jewelry Bumishers,
2,"Aprons, Jackets &o-Mirs",
2,cleansers-Blankets & Cur- talns,
2,WASTE D SILK AND WOOL,
2,Music Dealers-S-heet,
2,POTATO COMMISSION MERCHANTS,
2,Builders' Finish,
2,ENGINEERS-DESIGNING,
2,MACHINISTS' SUPPLIES and TOOLS,
2,Electrical Appliances and Equipment,
2,READING SCHOOLS,
2,00cktall Lounges,
2,Chair Mirs  Chair Renting,
2,HAY and STRAW DEALERS,
2,01vil Engineers and Surveyors ,
2,Elastic Goods-Mirs,
2,BROKERS-CUS TOM HOUSE,
2,Tile MIrs-Building,
2,Insurance-Accldent & Health,
2,Electric Light & Power Cds,
2,"DICTATING MACHINES,",
2,Electric Appliances-Repalred,
2,J ANITORQ SUPPLIES,
2,OIL AND OIL BURNERS,
2,Wooden Displays,
2,GRANITE AND MARBLE WORKERS,
2,Men1s Pumidhings-Wholesale,
2,Steeple J acks,
2,Power Plant Equipment and Sup- nlies,
2,I'edera1 Housing Lozams,
2, PACKING,
2,Sllver Platers  Sllversmlths,
2,ELASTIC GOODS MANUFACTUREIS,
2,Kindling ,
2,Brokers-Investments,
2,Planlng Mills  Plaster,
2,HOUSEHOLD APPLIANCES MFRS,
2,WALL PAPER-WHOLE SALE,
2,Furnaces and Furnace Repairs -Dealers,
2,0otton & Woolen Waste  Counsielors-at-Law,
2,"Le,qal Forms & Stationery",
2,ENGINEERS-TRAFFIC AND TRANSPORTATION,
2,Teachers  Telegraph Companies,
2,WINDOWS-STEEL and ALUMINUM,
2,APPLIANCE S- HOUSEHOLD,
2,WATERPROOFING CONTRACTORS,
2,GARDEN AND LAWN IMPLEMENTS-DEALERS,
2,REAL ESTATE- COMMERCIAL AND INDUSTRIAL,
2,lAUTOMOBILES,
2,Air Conditioning,
2,MICROFILMING,
2,ELECTRIC RAZORS-SALES AND SERVICE,
2,Refrigerators-Electric,
2,ICE-MFRS AND WHOL,
2,Shoe Dealers-Wholosale & J obbels,
2,GOLF COURSES,
2,BUILDING WRECKERS,
2,INTERPRETERS,
2,WINDOW SHADE-DEALERS,
2,Ashmont,
2,INSURANCE -GE NE RAL,
2,I-eqal Forms & Stationery,
2,ORGANIZATIONS-WE LFARE AND\nRELIEF,
2, AUTOMOBI LE LOANS,
2,MILLINERY GOODS -WHOLESALE,
2,FOREIGN EXCHANGE,
2,Church of Providence 42 Ham- mond,
2,Pllin.g Cabinets & Office Equip- ment,
2,"Artists, Materials",
2,Stokers-Coal,
2,INVETMENT COUNSEL,
2,Consuls-Porerig,
2,CHEMICAL DEALERS,
2,INSURANCE- INLAND MARINE,
2,HOME IMPROVEMENTS,
2,LIGHT HEAT AND POWER COMPANIES,
2,Solictors of Patents ,
2,JANITORS' SUPPLIIB,
2,VETERIN ARIAN S,
2,1' SIGNS-0UTD0OR,
2,Wall Paper Dealers-Wholesalo & Retail,
2, Si1ver Platers  Silversmiths,
2,Englneers-Industrial,
2,Insulatinq Contractors,
2,HAT CLEANERS AND BLOCKERS,
2,BUILDING MAINTE NANCE,
2,Tractors & Engines,
2,Trusteos,
2,I'loor Planing & Surfacing,
2,Engineers-Electrical,
2,CARPET AND RUG,
2,Gear Blanks for Gears,
2,INSURANCE COMPANY  06,
2,CIGARS AND TOBACCO- WHOL,
2,Type Founders,
2,- RETAIL,
2,Lodges,
2,News Service-Radio,
2,Sollcitors of Patents ,
2,Oil Burners-Domestic & Com- mercial,
2,0ream Dealers,
2,Jewelers-Solderers,
2, MOVERS,
2, PAINTERS and DECORATORS,
2,Flavoring Extract Mfrs,
2,Drawlng Supplies,
2,Englneers-Mechanlcal,
2,ENGINEERS-CHEMICAL,
2,Sign & Gard Writers,
2,Regalia Makers,
2,DISIN FE CTAN T MANUFACTURERS,
2,Copper Manufacturers,
2,Paper Box Mfrs ,
2,PHYSICAL C UL TUR E,
2,PICKLE MFRS,
2,G-old Platers ,
2,SUPPLIES-SALES AND SERVICE,
2,Insurance-Automoblle,
2,PAPER DEALERS,
2,Electrortypers & Stereotypers,
2,mORNAMENTAL IRON and STEEL WORK,
2,anber-Hardwood,
2,Pipes & Smokers' Articles-Mtrs,
2,REFRIGERATION COMMERCIAL AND INDUSTRIAL,
2,"Nuts, Bolts, &c",
2,CONCRETE and GENDER BLOCK- MANUFACTURERS,
2,Gontractors--General,
2,Motion Picture Apparatus & Sup- plies,
2,Movers-Turniture,
2,Rayon Dyers,
2,Insurance-Property,
2,-Real Estate Loans,
2,WOOLEN GOODS-MFRS,
2,"Fire , Escapes",
2,Lubricatlng Oils  Luggage,
2,PICTURE FRAMES and MIRRORS,
2,Woodenwear Mfrs,
2,Linens-Rental ,
2,HAIR GOODS  MANUFACTURERS,
2,CLOTHING MANUFACTURERS- CHILDREN'S,
2,INSULATING MATERIAIS,
2,CAP MFRS,
2,BAKERS' SUPPLIES and EQUIP- MENT,
2,COOPERS,
2,CORDAGE AND TWINE- MFRS AND WHOL,
2,Bank Lithographers,
2,Lubricating Oils ,
2,Aeademles  Achent Insurance,
2,SURGICAL APPLIANCES,
2,Woolen Goods-Mirs  Wo-rkmefs Compensation Insurance,
2,ngqers,
2,Relriuerators-Sales & Service,
2,Repairing-Pountain Pens,
2,P1nanc1ng-Automoblles,
2,DETECTIVE AGENCIES C I S INC  39,
2,SURGICAL INSTRUMENTS- MANUFACT URE RS,
2,SEWER BUILDERS and CONTRAC- TORS,
2,Printenf Supplies & Equipment,
2,Slding,
2,FIRE APPARATUS AND SUPPLIES,
2,Hat & Gap Dealers-Retail ,
2,Unit Heaters & Convectors,
2,Feed Dealers-Retail,
2,EXPRESS,
2,Machinists-Automotive,
2,"Bottlem-Mineral, Spring & Dis- tilled Water",
2,PRINTERS' SUPPLIES and EQUIP- MENT,
2,SHOE DEALERS-WHOLESALE and JOBBERS,
2,"Arches, Metal and Arch Bead",
2, INSURANCE AGENTS,
2,Clothlng on credit,
2,Malt and Hops,
2,MATERIAL HANDLING EQUIPME NT,
2,BOAT DEALERS-REPAIR aha SUPPLIES,
2,Textlle Mirs-Woolen and Worsted Goods,
2,Live Stock-Dealers & Commis- sio,
2,Machinisty Tools,
2,A1'R CONDITIONERS-ROOM,
2,SOAP MFRS,
2,CONTRACTORQ SUPPLIES AND EQUIPMENT- RENTAL,
2,AMUSEMENT COMPANIE,
2,Braldlng Machine Mfrs,
2,Electrical AppliancesAWholee- sale,
1,Brass Founders  Brass Manujacturers,
1,Enameling,
1,1kT'ranspin'tatioanaxdcab,
1,INK MANUFACTURERS-WRITING,
1,Madhinists' Tools,
1,REGULATOR MFRS TEMPERATURE AND PRESSURE,
1,Bicycle Dealers-Wholmale,
1,BEADED ARTICLES REPAIRING ',
1,MASON CONTRACTORS,
1,Advertisinq Gounsel-Radio,
1, ROOFING MATE RIALS,
1,Roofing Contractors,
1,Sets,
1,Auto Spring Mfrs & Repairiars,
1,Glass Breakage Insurance,
1,Blcycles-Mfrs,
1, PE NSIO NS,
1,Steel Bars-S-teel and Steel Products,
1,CONCRETE and CINDER BLOCK MANUFAC TURERS,
1,Greeting Gards-Wholesale,
1,Pumlgating,
1,Radiator Mirs-Automoblle,
1,Portable Buildlnns-Mh's,
1,Heatinu Sunnlios,
1,Time Recordersr-Dealers,
1,\'Tusib1e Enamels,
1,Furniture Manufacturers,
1,INVESTMEN T BROKERS,
1,Job Estimates-Paintinu,
1,Refrigerators-Freezers- Used-Reconditioned,
1,-Wholesale Distributors,
1,Gash Reglsters-Repalrers,
1,WINES AND LIQUORS- RETAIL,
1,Regulator MIrs-Tmnperature - &c,
1,Windows-Combination Storm & Scree,
1,WINDOWS-STEEL,
1,Statuarv,
1,Storm Windows,
1,Loan&-I'arm,
1,ADVERTISING- OUTDOOR,
1,PUPAT OES--WHOLESALE AND COMMISSION,
1,PAIIS and ASH CANS- GALVANIZED,
1,PUBLIC ADDRESS -'SOUND SYSTEMS,
1,BOAT DEALERS and SUPPLIES,
1,Bromze Tablets,
1,1hlulvertlslng Analysis,
1,RE FRIGERATOR MANUFACTUR- ERS,
1,Corrug ated Boxes,
1,HOUSE PLANS- SYNDICATED-NEWSPAPER HOUSE FEATURES,
1,TREE PRUNING,
1,PAINTERS,
1,AUTOMOBILE RADIATORS,
1,Metal Stampings-Mfrs,
1,Numberinq Machines,
1,STORAGE BATTERIES ,
1,I'K'.lTCHENS--GE NE VA and DE LUKE WOOD UNITS,
1,Road & Construction Machinery,
1,1g'Ash Hoists\n\nM4.,
1,"PAINTERS' and DECORATORS, SUPPLIES",
1,"0ment Building Blocks  Cement, Cement Paint & Cement Pipe",
1,f-'Reirigerators---Ice,
1,aRoofing-Ti,
1,Buckle & Clasp Mirs,
1,Roofing-Tar & Gravel,
1,Stokers-coal,
1,", 'Prlnters' Blankets",
1,ACDQN ST,
1,casket Mtrs-Burial  Cast Stone Mfrs,
1,MULTILITH OFFSET DUPLICATORS,
1,COAL 8, OIL CO (Coal and
1,Luggage-Retail,
1,Ignition Devices & Systems Mfrs & Supplies,
1,"l'1re Brick, Fire Tile & Retrac- tory cements",
1,BURIAL VAULT MANUFACTURER MANUFACTURERS,
1,"China, Crockery, Glassware and Earthenware-Retail",
1,GALVANIZED SHEETS,
1,Abrasives-Grains & Wheels,
1,WIPE and BOILER COVERING,
1,sio-nal Control,
1,szrinters-Catalog,
1,2 Nnrserymen ,
1,Poundry Patterns-Wood and Metal,
1, LOANS-MODERNIZATION,
1,Manufacturers1 Supplies,
